prompt_len,out_len,batch,avg_power_w,decode_bytes_per_step_mb,decode_est_gbps,decode_gpu_util_pct,decode_pct_peak_bw,decode_sm_clock_mhz,decode_tok_s,e2e_ms,energy_j_per_out_token,itl_p50_ms,itl_p95_ms,itl_p99_ms,kv_share_of_step_bytes,output_tokens_total,peak_mem_gb,prefill_ms,prefill_tflops,prefill_tok_s,prompt_tokens_total,tpot_ms,ttft_ms
512,32,1,162.4195224149796,15261.510656,505.833060361295,57.0,32.52945725796109,1408.0,33.14436373717885,979.7033360000569,4.98946875,30.08995300024253,30.90092999946137,31.01555669954905,0.0019839210339309687,32.0,15.47464704,44.40102500029752,175.63538923337344,11531.26532544168,512.0,30.17104229031482,44.40102500029752
512,32,4,181.31987699156693,15352.343552,499.8161843714156,62.4,32.14251989526788,1402.0,130.22537768998868,1105.6284289998075,1.59409375,30.453970000053232,31.150042499575648,31.197017000067717,0.007888732270078913,128.0,16.047075328,153.71238800071296,202.934621203122,13323.584563597442,2048.0,30.715979258069815,153.71238800071296
512,32,16,253.5542889084783,15715.675136,513.8950087027929,74.3,33.0479105275108,1398.0,523.1922948324227,1538.9788860002227,0.759267578125,30.39512299983471,31.60578249980972,32.521742500284745,0.030825408886843486,512.0,18.306379776,587.3519950000627,212.43523814470856,13947.343449474663,8192.0,30.581490129025628,587.3519950000627
512,32,32,300.1261626201996,16200.117248,530.6666224836443,74.4,34.126470899269734,1392.0,1048.222778855077,2114.973693000138,0.6217685546875,30.38519300025655,31.20473899980425,32.69381079999221,0.05980723529143683,1024.0,21.326082048,1168.9721639995696,213.47687271816667,14015.731515747224,16384.0,30.527861677411796,1168.9721639995696
512,256,1,154.78679712403172,15267.933184,510.2009202605777,56.4,32.81034856981207,1410.0,33.41650203154162,7675.430670999958,4.63067578125,29.856238000320445,30.820672499703505,31.5863634400921,0.0024037411978237166,256.0,15.47464704,44.47038199941744,175.36146436498248,11513.280906980002,512.0,29.925334466668787,44.47038199941744
512,256,4,157.69465582888876,15378.033664,507.05095956307804,57.6,32.60777875003718,1409.0,131.88967345027606,7887.8093650000665,1.2311337890625,30.23325100002694,30.937323500165803,31.880692320009988,0.009546125545534467,1024.0,16.047075328,154.04510900043533,202.49630407326887,13294.807042489174,2048.0,30.32837898039111,154.04510900043533
512,256,16,183.63255865310956,15818.435584,514.6148513263062,62.8,33.09420265764027,1408.0,520.5216140051956,8427.785535000112,0.377884033203125,30.666655999993964,31.376900200029922,32.26800737986196,0.037121405393207296,4096.0,18.306379776,589.5350310001959,211.6485948611365,13895.696725776552,8192.0,30.738396964703746,589.5350310001959
512,256,32,213.1219801584194,16405.638144,544.7389618614473,67.4,35.031444492697574,1408.0,1062.5400015872929,8848.799970000073,0.2308489990234375,30.05866000057722,30.717796699900646,31.66004511967913,0.07158545798046345,8192.0,21.326082048,1169.0616890000456,213.46052497765692,14014.658211932358,16384.0,30.1165132156872,1169.0616890000456
2048,32,1,196.8840554161995,15349.59104,513.6341863418166,63.7,33.031137385325835,1405.0,33.46240202773615,1086.6542009998739,6.71590625,29.827398999259458,30.182083999989118,30.370816399772593,0.007710825369325325,32.0,16.047075328,158.40250499968533,196.92595917731202,12929.088463620372,2048.0,29.884286225810243,158.40250499968533
2048,32,4,248.63456195886553,15704.665088,502.8748617803515,72.5,32.33921940709656,1395.0,128.0829254142071,1570.429485999739,3.0617578125,31.085560999599693,31.92865949949919,32.39301859975967,0.030145950986356973,128.0,18.306379776,602.2181409998666,207.19113629729668,13603.044216500637,8192.0,31.229767645175254,602.2181409998666
2048,32,16,335.34681579105944,17124.96128,557.8422146326874,78.7,35.874097404031346,1392.0,521.196824225637,3354.5591040001455,2.205392578125,30.673504999867873,31.19732449977164,32.22232219959551,0.11058292191361963,512.0,27.366273024,2396.5607520003687,208.2555359023735,13672.926911053311,32768.0,30.69857538708499,2396.5607520003687
2048,32,32,343.46790029976285,19018.689536,623.9396451469088,89.9,40.12473602230925,1389.0,1049.8130592493142,6247.512076000021,2.094126953125,30.3646509992177,30.931144000078348,32.023799299622624,0.19914392654818924,1024.0,39.446654976,5324.4703690006645,187.47293501197797,12308.454260832008,65536.0,30.48161738708234,5324.4703690006645
2048,256,1,161.66666892054639,15356.013568,511.82632503715905,57.1,32.91487620817743,1409.0,33.33067679125661,7809.841095999218,4.9453984375,29.91372999986197,30.648809100330254,31.371742120209095,0.008125842260261251,256.0,16.047075328,159.2200340001,195.9148258512017,12862.702943517234,2048.0,30.00239107842907,159.2200340001
2048,256,4,178.9801105148129,15730.3552,511.955775636817,59.7,32.92320100558309,1409.0,130.18289011981548,8435.674399999698,1.4755986328125,30.70005100016715,31.477736000124423,32.41733084027146,0.03172987320718601,1024.0,18.306379776,602.5532180001392,207.07591828441483,13595.479627822862,8192.0,30.72600398038904,602.5532180001392
2048,256,16,240.7342903608795,17227.721728,557.3157613219836,72.5,35.84024188565811,1408.0,517.5990372922594,10277.849746000356,0.603795654296875,30.91740500076412,31.590871600110404,32.19006395964243,0.11588814444077833,4096.0,27.366273024,2395.3003090000493,208.36512309339068,13680.121810563056,32768.0,30.911958576471793,2395.3003090000493
2048,256,32,288.81404762010527,19224.210432,636.6654378160127,87.6,40.94311497209085,1408.0,1059.7727320025417,12980.977549000272,0.4581083984375,30.123692999950435,30.77737840003465,31.413594519672188,0.20770566479824937,8192.0,39.446654976,5306.8410369996855,188.09572031673486,12349.342959979052,65536.0,30.195153200000668,5306.8410369996855
4096,32,1,222.5189119771749,15467.031552,512.9907167053744,71.4,32.989756701310256,1397.0,33.16672077513419,1256.838819999757,8.71571875,30.08543899977667,30.555927000023075,31.16761960009171,0.01524523482138429,32.0,16.796332032,322.1669779995864,193.64843303829883,12713.903906083318,4096.0,30.150704580650668,322.1669779995864
4096,32,4,296.68834493654265,16174.427136,522.2216199788132,75.6,33.58338392146709,1388.0,129.14747844552366,2188.1846900005257,5.0753359375,30.902976999641396,31.414593999670615,32.071239500055526,0.0583139114646416,128.0,21.326082048,1229.9049539997213,202.90065590326304,13321.354586562396,16384.0,30.97234300000104,1229.9049539997213
4096,32,16,344.86260290231377,19004.009472,614.2138323099507,88.9,39.499281820575604,1388.0,517.1235749718327,6432.953636000093,4.301517578125,30.810037000264856,31.40008900027169,32.4807063998378,0.19852528770619216,512.0,39.446654976,5468.066741999792,182.54972635827826,11985.223131353378,65536.0,30.94038016130188,5468.066741999792
4096,256,1,172.15364705459424,15473.45408,513.6175482334487,59.5,33.03006741051117,1409.0,33.1934644700512,8004.439384999387,5.37069921875,30.035158000828233,30.73779070018645,31.58512475969474,0.015653974526158243,256.0,16.796332032,322.2042199995485,193.62605016902452,12712.434368506221,4096.0,30.126412411764072,322.2042199995485
4096,256,4,200.47572685158306,16200.117248,525.4934721996975,62.8,33.793792424417845,1408.0,129.75053554370362,9088.315050000347,1.7808076171875,30.798417999903904,31.572765999862895,31.996432319992895,0.05980723529143683,1024.0,21.326082048,1226.6431830003057,203.4401897174639,13356.77744519444,16384.0,30.828389133335698,1226.6431830003057
4096,256,16,284.06537101286665,19106.76992,615.3621860280131,85.3,39.57313093427737,1408.0,515.3040005020488,13349.233582000124,0.925220947265625,30.97322399935365,31.561911999506265,31.838300100080232,0.20283579653844497,4096.0,39.446654976,5449.139027000456,183.1838172076024,12026.854091126957,65536.0,31.04963280784075,5449.139027000456
8192,32,1,264.6255780973648,15701.912576,520.9786570053196,72.9,33.50345061127457,1400.0,33.17931204136387,1596.7475480001667,13.23853125,29.994969000654237,31.146143000114535,31.592625599841995,0.029975937626822713,32.0,18.306379776,660.1689959998112,189.00351529480747,12408.943845648793,8192.0,30.139262645148378,660.1689959998112
8192,32,4,340.2760732236487,17113.951232,550.5074929253843,75.8,35.402411120603496,1400.0,128.66870670895324,3555.7660179993036,9.4629375,30.911511999875074,32.17206700037423,32.84238889973494,0.11001072648142507,128.0,27.366273024,2591.2274350002917,192.61028074533942,12645.744467427001,32768.0,31.087590000014085,2591.2274350002917
8192,256,1,183.5528459093262,15708.335104,522.2427439567416,60.4,33.58474237663933,1407.0,33.24621867939122,8328.866879000088,5.97484375,30.06674100015516,30.895944500116457,31.451936620287597,0.030372542783258405,256.0,18.306379776,658.821679000539,189.3900351334764,12434.320638063426,8192.0,30.078608627449213,658.821679000539
8192,256,4,239.02104271079142,17139.641344,556.2039688174752,71.0,35.76874397540034,1407.0,129.8052760041407,10442.131783999685,2.4436767578125,30.78112399998645,31.53740689976985,31.960333520528366,0.11134470562699772,1024.0,27.366273024,2585.264925000047,193.05450629220252,12674.909903092197,32768.0,30.815388427450387,2585.264925000047
