prompt_len,out_len,batch,avg_power_w,decode_bytes_per_step_mb,decode_est_gbps,decode_gpu_util_pct,decode_pct_peak_bw,decode_sm_clock_mhz,decode_tok_s,e2e_ms,energy_j_per_out_token,itl_p50_ms,itl_p95_ms,itl_p99_ms,kv_share_of_step_bytes,output_tokens_total,peak_mem_gb,prefill_ms,prefill_tflops,prefill_tok_s,prompt_tokens_total,tpot_ms,ttft_ms
1536,32,1,74.02650407606133,2235.060224,101.63800676641468,32.9,6.5362062229205575,1146.0,45.47439289332307,712.3330479998913,1.64853125,21.90158200028236,22.500902000047063,22.571462800078734,0.015643182955234813,32.0,2.350212096,32.026177999796346,105.51832428051482,47960.765096908144,1536.0,21.9903980322699,32.026177999796346
1536,32,2,93.91059412180407,2270.02368,95.97915670343397,32.4,6.1722930355906085,1395.0,84.56225152984659,781.2363760003791,1.1945,23.60505600063334,24.21222749990193,24.330217100123264,0.030804485704748252,64.0,2.511729664,50.864621000073384,132.87619446306795,60395.61368196507,3072.0,23.65121509677509,50.864621000073384
1536,32,4,124.16514283459458,2339.950592,97.3485514761389,37.3,6.260357008111826,1410.0,166.4112939973374,844.1718419999233,0.8192734375,23.92506000069261,25.061438499960786,25.247277199650853,0.05976785342312052,128.0,2.791773184,99.13009499996406,136.36014918170815,61979.15981016892,6144.0,24.036830096784183,99.13009499996406
1536,32,8,152.76931042472876,2479.804416,103.8202347418301,45.8,6.6765424271273375,1408.0,334.9303971618707,921.6185960003713,0.5575078125,23.823799000638246,24.219488499966246,25.03960990015912,0.11279423739843841,256.0,3.324597248,182.1481130000393,148.42201019770195,67461.58276148241,12288.0,23.885559709689854,182.1481130000393
1536,32,16,201.8415490083594,2759.512064,117.19715448803558,59.7,7.536794500838301,1397.0,679.5239260851332,1086.9292150000547,0.43184375,23.386939999909373,24.427392500001588,24.794804999783082,0.2027225404440196,512.0,4.438479872,357.0064249997813,151.4526753136197,68839.09722357253,24576.0,23.545896451621722,357.0064249997813
1536,32,32,253.17433782407997,3318.92736,141.03048744428426,68.9,9.069484723105097,1397.0,1359.7693196325624,1438.404723999156,0.358435546875,23.283206999622053,24.14075850037989,25.870982699507294,0.33710607995952047,1024.0,6.66624512,708.4893820001525,152.63341849308438,69375.77506276504,49152.0,23.533403451584753,708.4893820001525
1536,128,1,71.55671617368516,2236.141568,101.20255320401363,31.1,6.508202778393159,1155.0,45.25766823185929,2837.094018999778,1.5723203125,22.026116000233742,22.595880300377758,23.10789985998781,0.01611919411356344,128.0,2.350212096,31.963954000275407,105.72373604401017,48054.12997361858,1536.0,22.0957030944879,31.963954000275407
1536,128,2,81.33114117898965,2272.186368,96.38215386448852,30.1,6.198209251735596,1291.0,84.83648632160839,3051.0547419999057,0.966125,23.539564000202517,24.105554100151494,24.581380679592257,0.031726974959124465,256.0,2.511729664,58.43725700015057,115.6573326376114,52569.202555008436,3072.0,23.574762307082814,58.43725700015057
1536,128,4,87.59162919159166,2344.275968,99.10745424741174,31.7,6.373469726521654,1284.0,169.10543912108517,3123.3520640007555,0.534630859375,23.596964999342163,24.341931699837005,25.111291560097012,0.06150265667015531,512.0,2.791773184,119.21926000013627,113.38264088014427,51535.29723295529,6144.0,23.65388139370175,119.21926000013627
1536,128,8,99.04550984155598,2488.455168,106.36317308456977,35.9,6.840075439522172,1304.0,341.94121542500625,3165.4290300002685,0.30901171875,23.335179000241624,23.89752729968677,24.075629680100974,0.11587847902912274,1024.0,3.324597248,199.106206999204,135.78074482274718,61715.80577620629,12288.0,23.395834251968203,199.106206999204
