policy,arrival_rate_rps,n_requests,throughput_out_tok_s,throughput_req_s,goodput_req_s,slo,ttft_ms_p50,ttft_ms_p99,tpot_ms_p50,tpot_ms_p99,e2e_ms_p50,e2e_ms_p99,queue_ms_p50,queue_ms_p99,itl_p99_ms_p50,itl_p99_ms_p99,mean_batch,max_batch_seen,mean_padding_waste,wasted_decode_tokens,preemptions,slowdown_median,slowdown_max,energy_j,energy_j_per_out_token,avg_power_w,energy_method,active_energy_j_per_out_token,rep,seed,kv_blocks_peak,kv_blocks_total,gather_ms_total,gather_share_of_decode
serialized,1.0,64,46.72795166863914,0.6059957257939017,0.03787473286211886,TTFT<=2000ms & TPOT<=100ms,13760.571873373356,38679.15697563653,21.305737663055215,21.86978524518281,14973.392146873382,39718.8879450465,13736.003774873443,38654.665672666495,21.85211935491452,27.02096537002675,1.0,1,0.0,0,0,9.925348550762033,45.57434966492071,8515.964,1.725625937183384,80.63310527125962,counter,0.3380876737752037,0,0,,,,
static,1.0,64,70.80991746000191,0.9183049072826995,0.717425708814609,TTFT<=2000ms & TPOT<=100ms,969.5940989521787,3127.9900392723193,26.333432982179353,26.719338061068303,3185.0849951278587,6188.661380442239,941.6098404522372,3099.609962263155,27.03282180993142,28.301321618354063,2.56,5,0.14577208244237902,1671,0,1.805603181701378,3.940667647197679,5484.174,1.1112814589665654,78.68504922214336,counter,0.19560185368466812,0,0,,,,
continuous,1.0,64,72.6301802773477,0.9419111525329793,0.9419111525329793,TTFT<=2000ms & TPOT<=100ms,34.254129498837216,72.21802014425637,29.393087186357874,31.042737012969212,2038.4390461767136,3709.5389289836394,10.395563998887525,45.9616506243208,52.14627389492189,56.02037820394529,2.3588377723970946,6,0.12731088252076375,0,0,1.3533117392610778,1.452867940528579,5268.887,1.0676569402228977,77.53343288870632,counter,0.17485647500981633,0,0,92.0,137078.0,1437.102399002697,0.02535302804714763
serialized,1.0,64,45.58852347534159,0.5584048808462893,0.03490030505289308,TTFT<=2000ms & TPOT<=100ms,16809.35439155458,43951.54963433052,21.364549884775286,21.91141309893155,18479.746774321793,45469.45608274378,16785.27987405467,43927.54277408054,22.07460748992503,24.21822719042693,1.0,1,0.0,0,0,11.903674598367672,43.56239028742276,9201.509,1.7610543540669856,80.28164899943796,counter,0.33882980816737096,1,1,,,,
static,1.0,64,71.36843242336579,0.8741779282479254,0.6556334461859441,TTFT<=2000ms & TPOT<=100ms,1313.1026713504177,3295.304824079661,26.483598315475103,27.014841808302744,3424.4335995443225,6388.325415199497,1282.8843868503661,3265.688013079565,28.351510250041656,29.71460455831502,2.56,7,0.16808022949357024,1526,0,1.993154150853463,5.017104410400827,5722.711,1.0952556937799043,78.16329316480649,counter,0.1867568800762924,1,1,,,,
continuous,1.0,64,73.83263811935556,0.9043615004093313,0.9043615004093313,TTFT<=2000ms & TPOT<=100ms,35.13050231157911,65.73371201664122,30.049685027504424,31.055911769484275,2349.004892188086,3810.215837528076,11.10120431161965,41.657825436676376,54.1739373799669,56.190438189997614,2.5524233432245302,7,0.15848726431082946,0,0,1.384051951375081,1.4398027430167977,5436.845,1.0405444976076557,76.81525545417634,counter,0.16228092198066027,1,1,105.0,137078.0,1441.2058549967242,0.025622096569613353
serialized,1.0,64,46.56643689708972,0.5982039264178527,0.046734681751394745,TTFT<=2000ms & TPOT<=100ms,24227.67984859257,47262.60287200083,21.381402445087954,21.86277985256571,25385.390830983357,49795.754238770714,24203.09329159255,47238.11625292076,22.48201878005147,24.768118611216476,1.0,1,0.0,0,0,14.35616329145478,58.769895720051004,8618.899,1.730007828181453,80.55780135443477,counter,0.3376458433282426,2,2,,,,
static,1.0,64,81.86757446027804,1.0516910408385778,0.8709316431944472,TTFT<=2000ms & TPOT<=100ms,1121.9379206685699,2804.4952323944212,26.681012474868293,27.280574360864424,3127.4753130794415,5620.670579129619,1092.9258151685826,2775.0455770643625,27.7781446349411,32.288003418981496,2.4615384615384617,6,0.13938557741613194,1409,0,1.8607973641035978,4.927411885453456,4867.281,0.9769733038940185,79.97812164563148,counter,0.1849769354507832,2,2,,,,
continuous,1.0,64,84.01815458705597,1.079317923237973,1.079317923237973,TTFT<=2000ms & TPOT<=100ms,34.71152680523559,51.97293279761681,29.632260929505264,31.042685595802098,2283.654683267473,3686.556319012724,10.6723666890165,27.860226890590983,53.94794148497908,55.638005587100906,2.4888663967611335,6,0.13175710018129347,0,0,1.3669181351307067,1.4283634641404948,4662.817,0.9359327579285428,78.62321628361433,counter,0.1641314043169018,2,2,82.0,137078.0,1411.4413160016284,0.02562256107113766
serialized,4.0,64,46.55939293202731,0.6038097563626641,0.018869054886333253,TTFT<=2000ms & TPOT<=100ms,41639.85344933858,87841.30861151656,21.382348939494744,21.966444498481295,43104.67710233852,88881.62549213666,41615.2188548384,87817.35444947674,22.05111335994843,23.45555932754373,1.0,1,0.0,0,0,27.2440388162844,109.8919335571882,8542.565,1.7310162107396152,80.59249384088947,counter,0.3384423660592588,0,0,,,,
