prompt_len,out_len,batch,avg_power_w,decode_bytes_per_step_mb,decode_est_gbps,decode_gpu_util_pct,decode_pct_peak_bw,decode_sm_clock_mhz,decode_tok_s,e2e_ms,energy_j_per_out_token,itl_p50_ms,itl_p95_ms,itl_p99_ms,kv_share_of_step_bytes,output_tokens_total,peak_mem_gb,prefill_ms,prefill_tflops,prefill_tok_s,prompt_tokens_total,tpot_ms,ttft_ms
512,128,1,156.51251333707296,15264.263168,522.9498622365021,57.3,33.63021622099692,1410.0,34.259751452190244,3749.977948000378,4.5895625,29.059954000331345,29.97204459970817,30.756398161465768,0.002163887220527294,128.0,15.388401664,43.00417800004652,168.38838286847772,11905.819941482107,512.0,29.188769842522294,43.00417800004652
512,128,4,163.85901274258555,15363.3536,514.029714369524,58.8,33.05657327135202,1408.0,133.83268464758214,3942.5581010000315,1.261546875,29.89002399954188,30.439041199679195,31.100615620671302,0.00859972239394402,512.0,15.702093824,146.80521999980556,197.3064442810846,13950.457619985942,2048.0,29.88806516534498,146.80521999980556
512,128,16,198.33109006432596,15759.715328,524.9161018383732,65.5,33.75666249764458,1408.0,532.9193741521605,4368.248519998815,0.4273310546875,30.008546000317438,30.598107700279797,31.43977606123371,0.03353374683494792,2048.0,16.927502336,556.0991909987933,208.34855672449163,14731.18489039085,8192.0,30.02330329133735,556.0991909987933
512,128,32,233.94162707076762,16288.197632,553.5763205062959,69.3,35.599763376610674,1406.0,1087.563072135093,4839.084525001454,0.276760498046875,29.270930001075612,30.231836400162138,31.627798879344482,0.06489144053136209,4096.0,18.566623232,1101.6238800002611,210.34849723887348,14872.58972635571,16384.0,29.423580866145002,1101.6238800002611
2048,128,1,168.90121161027952,15352.343552,531.1300428361009,59.8,34.15627285119619,1409.0,34.5960237951364,3822.903715999928,5.048296875,28.886521999083925,29.448172199408873,30.16930788046011,0.007888732270078913,128.0,15.702093824,150.72310299910896,192.1559827226966,13587.830659325713,2048.0,28.905055850394657,150.72310299910896
2048,128,4,194.41250217961974,15715.675136,527.8057233927462,63.5,33.94249025033738,1407.0,134.3386698503835,4355.270328000188,1.657044921875,29.708189998927992,30.269476899775327,31.218943420390133,0.030825408886843486,512.0,16.927502336,568.2764829998632,203.86095038048563,14415.518229358035,8192.0,29.775492078750705,568.2764829998632
2048,128,16,269.4085830611244,17169.001472,568.9646030952401,74.6,36.58936354310226,1406.0,530.2249909157584,6094.045748001008,0.8037158203125,30.1120499989338,30.946790200141546,31.137006459575787,0.11286436495216112,2048.0,21.84656896,2258.4466989992507,205.18418071069198,14509.087159116909,32768.0,30.17586925196829,2258.4466989992507
2048,128,32,319.9100993473492,19106.76992,647.0541351596776,89.1,41.61119840255161,1404.0,1083.6856471190335,8294.266888999118,0.64856005859375,29.517712000597385,30.041146899930027,30.5541709803947,0.20283579653844497,4096.0,28.407246848,4540.744769999947,204.10640063917685,14432.874631709541,65536.0,29.528858377954577,4540.744769999947
4096,128,1,180.25916185285394,15469.784064,526.4664807420475,61.8,33.85636532103199,1407.0,34.03192174913396,4037.806794998687,5.712953125,29.34465999896929,30.054662700240442,30.50438866095646,0.01542045053848784,128.0,16.106369024,306.01636199935456,189.28269579580902,13384.905216305522,4096.0,29.38417663779002,306.01636199935456
4096,128,4,225.64958921341938,16185.437184,535.4043853330772,65.3,34.43115018219146,1409.0,132.31755911106248,4997.742133000429,2.186916015625,30.163626999637927,30.76153860092745,31.36737840002752,0.05895448786167312,512.0,18.566623232,1157.4132760015345,200.18295334219826,14155.704223992569,16384.0,30.230303724410057,1157.4132760015345
4096,128,16,318.6754573794476,19048.049664,629.687883296301,87.3,40.494397639633505,1404.0,528.9258643514642,8508.774181000263,1.3285185546875,30.112778998955037,30.939041300371173,33.03922160008369,0.20037834357465056,2048.0,28.407246848,4668.815753000672,198.50379204066454,14036.96428968731,65536.0,30.249986015749485,4668.815753000672
8192,128,1,202.13597471799787,15704.665088,538.3937141420205,63.5,34.62338997697881,1407.0,34.282406604990854,4336.999621998984,6.844078125,29.114732000380172,29.74988270070753,29.894651260983665,0.030145950986356973,128.0,16.927502336,625.105072000224,185.32262671983966,13104.996850828726,8192.0,29.16948076376935,625.105072000224
8192,128,4,270.5549335702716,17124.96128,567.6422221933539,71.7,36.50432297063369,1408.0,132.58826409290515,6282.30275200076,3.3343515625,30.12382599990815,30.8093251007449,31.25995365997369,0.11058292191361963,512.0,21.84656896,2449.5174670009874,189.17377071951995,13377.328572438708,32768.0,30.168582622042496,2449.5174670009874
